name,age,gender,country,state,city,parent_occupation,earning_class,level_of_student,level_of_course,course_name,time_spent_per_day,material_name,material_level,iq_of_student,assessment_score,promoted_or_skipped
Student_208,17,Female,India,Maharashtra,Pune,Other,Low,Advanced,Basic,Python,3.83,PDF,Easy,140,82,Promoted
Student_209,12,Female,India,Delhi,Dwarka,Doctor,Low,Advanced,Intermediate,C++,4.19,Online Learning,Medium,124,85,Promoted
Student_210,16,Male,India,Tamil Nadu,Chennai,Engineer,High,Advanced,Basic,SQL,3.71,Book,Hard,157,98,Promoted
Student_211,6,Male,India,Tamil Nadu,Madurai,Business,High,Advanced,Intermediate,Java,4.9,PDF,Medium,111,87,Promoted
Student_212,10,Male,India,Delhi,Karol Bagh,Government Job,High,Beginner,Intermediate,Python,3.78,Online Learning,Hard,110,85,Promoted
Student_213,15,Male,India,Karnataka,Bangalore,Business,Middle,Intermediate,Intermediate,Java,4.78,Book,Medium,159,100,Promoted
Student_214,9,Male,India,Maharashtra,Pune,Teacher,Middle,Advanced,Advanced,C++,5.21,Tutor,Easy,144,95,Promoted
Student_215,7,Male,India,Karnataka,Hubli,Other,High,Advanced,Advanced,C++,3.05,Online Learning,Medium,125,88,Promoted
Student_216,11,Female,India,Maharashtra,Nagpur,Engineer,High,Intermediate,Advanced,Python,6.1,PDF,Hard,128,100,Promoted
Student_217,12,Female,India,Tamil Nadu,Coimbatore,Government Job,Middle,Advanced,Advanced,C++,6.39,College,Easy,156,100,Promoted
Student_218,12,Male,India,Delhi,Karol Bagh,Government Job,Middle,Advanced,Basic,Java,3.67,PDF,Hard,153,92,Promoted
Student_219,6,Female,India,Tamil Nadu,Coimbatore,Government Job,Low,Beginner,Basic,JavaScript,3.07,College,Medium,124,87,Promoted
Student_220,7,Female,India,Karnataka,Hubli,Business,Middle,Beginner,Basic,JavaScript,7.08,College,Easy,159,100,Promoted
Student_221,10,Female,India,Tamil Nadu,Chennai,Doctor,Middle,Advanced,Basic,JavaScript,5.67,Online Learning,Easy,103,90,Promoted
Student_222,13,Female,India,Tamil Nadu,Madurai,Business,Low,Intermediate,Intermediate,SQL,4.24,Online Learning,Easy,96,85,Promoted
Student_223,14,Female,India,Delhi,New Delhi,Engineer,High,Beginner,Advanced,JavaScript,2.69,PDF,Hard,82,61,Skipped
Student_224,12,Male,India,Delhi,New Delhi,Other,Low,Advanced,Intermediate,SQL,3.1,PDF,Easy,140,78,Promoted
Student_225,13,Male,India,Tamil Nadu,Chennai,Other,Low,Advanced,Intermediate,C++,5.12,College,Hard,132,84,Promoted
Student_226,12,Male,India,Karnataka,Mysore,Engineer,Middle,Intermediate,Basic,SQL,4.04,Tutor,Hard,151,97,Promoted
Student_227,17,Male,India,Maharashtra,Nagpur,Business,High,Advanced,Intermediate,Python,3.4,PDF,Medium,96,83,Promoted
Student_228,14,Female,India,West Bengal,Howrah,Business,Low,Advanced,Advanced,C++,3.55,Tutor,Medium,91,82,Promoted
Student_229,12,Female,India,Tamil Nadu,Coimbatore,Other,High,Intermediate,Intermediate,Java,5.73,College,Easy,126,98,Promoted
Student_230,14,Female,India,Delhi,Karol Bagh,Doctor,Low,Intermediate,Intermediate,JavaScript,4.75,Online Learning,Hard,134,87,Promoted
Student_231,8,Female,India,Karnataka,Hubli,Business,Middle,Advanced,Intermediate,Java,4.45,Tutor,Medium,108,90,Promoted
Student_232,7,Male,India,Delhi,Karol Bagh,Teacher,High,Advanced,Advanced,JavaScript,2.88,Online Learning,Medium,103,76,Promoted
Student_233,6,Male,India,West Bengal,Kolkata,Doctor,Middle,Advanced,Basic,JavaScript,5.87,PDF,Medium,152,100,Promoted
Student_234,11,Female,India,Delhi,Karol Bagh,Doctor,High,Intermediate,Basic,Java,4.54,College,Hard,127,93,Promoted
Student_235,13,Female,India,Delhi,New Delhi,Engineer,Low,Advanced,Basic,C++,5.04,Online Learning,Easy,132,93,Promoted
Student_236,13,Female,India,West Bengal,Durgapur,Teacher,High,Beginner,Advanced,C++,4.04,Book,Easy,139,92,Promoted
Student_237,11,Female,India,Tamil Nadu,Coimbatore,Business,Middle,Intermediate,Basic,JavaScript,5.63,Tutor,Medium,108,86,Promoted
Student_238,6,Male,India,Tamil Nadu,Coimbatore,Government Job,Middle,Beginner,Intermediate,SQL,4.97,Online Learning,Easy,97,85,Promoted
Student_239,8,Male,India,West Bengal,Durgapur,Teacher,Low,Advanced,Advanced,SQL,3.32,Online Learning,Medium,154,92,Promoted
Student_240,8,Male,India,Tamil Nadu,Madurai,Engineer,High,Beginner,Intermediate,JavaScript,4.78,College,Medium,107,97,Promoted
Student_241,14,Male,India,Karnataka,Hubli,Doctor,Middle,Beginner,Basic,JavaScript,3.95,College,Easy,124,85,Promoted
Student_242,6,Male,India,Maharashtra,Mumbai,Government Job,Low,Advanced,Intermediate,JavaScript,4.94,Book,Medium,84,72,Skipped
Student_243,11,Female,India,Tamil Nadu,Coimbatore,Other,Low,Advanced,Advanced,SQL,3.85,Book,Medium,106,78,Promoted
Student_244,17,Female,India,Maharashtra,Pune,Business,Middle,Beginner,Intermediate,Python,5.38,Tutor,Hard,142,100,Promoted
Student_245,10,Male,India,Karnataka,Hubli,Doctor,Low,Beginner,Advanced,C++,4.62,Tutor,Easy,147,99,Promoted
Student_246,8,Female,India,Maharashtra,Pune,Other,Middle,Advanced,Basic,C++,2.02,College,Hard,140,88,Promoted
Student_247,15,Female,India,Tamil Nadu,Chennai,Government Job,Middle,Intermediate,Intermediate,Java,5.62,PDF,Easy,141,91,Promoted
Student_248,12,Male,India,Delhi,Karol Bagh,Teacher,Low,Advanced,Intermediate,C++,3,PDF,Hard,81,79,Promoted
Student_249,17,Male,India,Delhi,Dwarka,Other,High,Beginner,Intermediate,Java,2.6,Tutor,Medium,126,86,Promoted
Student_250,14,Female,India,Karnataka,Hubli,Engineer,Low,Intermediate,Intermediate,JavaScript,4.59,Book,Hard,151,92,Promoted
Student_251,11,Female,India,West Bengal,Durgapur,Doctor,Low,Intermediate,Intermediate,Java,3.48,PDF,Hard,128,85,Promoted
Student_252,10,Male,India,Delhi,Dwarka,Other,Middle,Beginner,Intermediate,SQL,4.6,College,Easy,102,88,Promoted
Student_253,17,Male,India,Maharashtra,Nagpur,Engineer,High,Intermediate,Advanced,Java,6.4,PDF,Medium,112,84,Promoted
Student_254,15,Male,India,Maharashtra,Mumbai,Doctor,Middle,Intermediate,Advanced,Python,4.39,Online Learning,Medium,150,95,Promoted
Student_255,16,Male,India,West Bengal,Howrah,Government Job,High,Advanced,Intermediate,Python,4.82,Online Learning,Medium,139,94,Promoted
Student_256,17,Female,India,Karnataka,Bangalore,Teacher,High,Advanced,Basic,Python,4.07,Online Learning,Hard,147,100,Promoted
Student_257,7,Female,India,Tamil Nadu,Madurai,Doctor,Low,Advanced,Basic,Java,5.13,PDF,Hard,111,81,Promoted
Student_258,11,Male,India,Karnataka,Mysore,Doctor,High,Advanced,Advanced,SQL,6.2,Book,Hard,88,80,Promoted
Student_259,9,Female,India,Karnataka,Bangalore,Other,High,Advanced,Basic,C++,6.08,PDF,Medium,90,80,Promoted
Student_260,12,Female,India,West Bengal,Kolkata,Engineer,Middle,Intermediate,Intermediate,SQL,5.84,Online Learning,Medium,128,87,Promoted
Student_261,13,Male,India,Tamil Nadu,Madurai,Other,Middle,Intermediate,Intermediate,Java,3.28,Book,Medium,114,89,Promoted
Student_262,17,Male,India,Delhi,Karol Bagh,Doctor,Low,Beginner,Advanced,SQL,1.19,PDF,Medium,134,71,Skipped
Student_263,14,Female,India,Karnataka,Mysore,Government Job,Low,Advanced,Intermediate,C++,3.51,Online Learning,Medium,128,77,Promoted
Student_264,17,Male,India,Maharashtra,Nagpur,Doctor,High,Advanced,Intermediate,C++,5.99,Online Learning,Easy,119,96,Promoted
Student_265,13,Male,India,Delhi,Karol Bagh,Other,Middle,Intermediate,Basic,JavaScript,4.64,College,Hard,155,100,Promoted
Student_266,8,Male,India,West Bengal,Howrah,Government Job,Middle,Advanced,Intermediate,Python,4.28,Online Learning,Easy,101,81,Promoted
Student_267,9,Male,India,Karnataka,Bangalore,Business,High,Intermediate,Basic,Python,4.75,Online Learning,Hard,125,88,Promoted
Student_268,15,Female,India,Delhi,Dwarka,Other,Middle,Intermediate,Intermediate,Java,5.67,Tutor,Easy,94,82,Promoted
Student_269,13,Female,India,Maharashtra,Mumbai,Teacher,High,Intermediate,Advanced,C++,4.67,College,Hard,115,89,Promoted
Student_270,9,Female,India,West Bengal,Durgapur,Business,High,Advanced,Basic,JavaScript,3.79,Online Learning,Hard,114,75,Promoted
Student_271,12,Male,India,Maharashtra,Nagpur,Doctor,Middle,Intermediate,Basic,C++,5.52,Online Learning,Easy,137,100,Promoted
Student_272,16,Female,India,Karnataka,Hubli,Engineer,High,Intermediate,Basic,SQL,4.32,College,Hard,145,91,Promoted
Student_273,10,Male,India,Maharashtra,Mumbai,Other,Low,Intermediate,Basic,C++,3.48,Tutor,Easy,114,84,Promoted
Student_274,14,Male,India,Tamil Nadu,Chennai,Teacher,Low,Beginner,Intermediate,SQL,4.87,Online Learning,Medium,133,86,Promoted
Student_275,13,Female,India,Tamil Nadu,Coimbatore,Teacher,Middle,Advanced,Intermediate,SQL,2.86,Tutor,Easy,108,81,Promoted
Student_276,7,Male,India,Karnataka,Bangalore,Engineer,High,Advanced,Advanced,Java,2.86,Tutor,Easy,132,83,Promoted
Student_277,12,Male,India,Karnataka,Mysore,Government Job,High,Advanced,Intermediate,Java,6.34,PDF,Hard,130,98,Promoted
Student_278,17,Female,India,Maharashtra,Mumbai,Other,Middle,Advanced,Basic,Python,4.35,Online Learning,Medium,124,93,Promoted
Student_279,6,Female,India,Tamil Nadu,Coimbatore,Government Job,High,Beginner,Basic,JavaScript,4.5,Book,Medium,95,82,Promoted
Student_280,17,Female,India,West Bengal,Howrah,Business,Middle,Beginner,Basic,JavaScript,2.94,Online Learning,Hard,121,76,Promoted
Student_281,8,Male,India,Karnataka,Hubli,Doctor,Low,Intermediate,Intermediate,C++,5.75,Online Learning,Easy,129,95,Promoted
Student_282,12,Male,India,Delhi,New Delhi,Other,Low,Beginner,Advanced,Python,5.94,Tutor,Hard,96,93,Promoted
Student_283,6,Male,India,West Bengal,Kolkata,Doctor,High,Intermediate,Advanced,Python,4.7,PDF,Easy,145,100,Promoted
Student_284,7,Female,India,Karnataka,Bangalore,Doctor,Middle,Advanced,Advanced,Python,6.2,Tutor,Medium,138,94,Promoted
Student_285,15,Female,India,Delhi,New Delhi,Engineer,Low,Beginner,Basic,SQL,3.57,Online Learning,Hard,97,82,Promoted
Student_286,15,Male,India,West Bengal,Durgapur,Doctor,Middle,Intermediate,Intermediate,C++,4.57,Tutor,Hard,146,99,Promoted
Student_287,15,Female,India,West Bengal,Howrah,Business,Middle,Beginner,Basic,Java,4.41,PDF,Hard,136,94,Promoted
Student_288,9,Male,India,Maharashtra,Pune,Government Job,High,Advanced,Advanced,Python,4.99,Online Learning,Easy,95,82,Promoted
Student_289,13,Male,India,Maharashtra,Mumbai,Doctor,High,Intermediate,Basic,JavaScript,5,PDF,Medium,88,80,Promoted
Student_290,16,Female,India,Karnataka,Mysore,Other,High,Beginner,Basic,Python,5.92,Online Learning,Easy,119,93,Promoted
Student_291,11,Female,India,Delhi,Dwarka,Business,Middle,Advanced,Basic,JavaScript,4.02,Tutor,Medium,85,82,Promoted
Student_292,12,Male,India,Karnataka,Mysore,Engineer,High,Intermediate,Basic,SQL,5.67,Book,Hard,145,100,Promoted
Student_293,17,Male,India,Maharashtra,Nagpur,Doctor,High,Advanced,Basic,Java,5.65,Book,Medium,148,98,Promoted
Student_294,9,Female,India,Tamil Nadu,Coimbatore,Business,Low,Advanced,Intermediate,C++,4.37,College,Hard,144,98,Promoted
Student_295,13,Female,India,Tamil Nadu,Coimbatore,Government Job,Low,Intermediate,Advanced,SQL,4.94,Book,Easy,134,84,Promoted
Student_296,11,Male,India,Karnataka,Mysore,Business,Middle,Beginner,Intermediate,C++,4.62,Tutor,Easy,141,95,Promoted
Student_297,10,Female,India,Tamil Nadu,Chennai,Other,High,Advanced,Basic,SQL,3.94,Online Learning,Medium,154,97,Promoted
Student_298,7,Female,India,Maharashtra,Nagpur,Other,Middle,Advanced,Basic,C++,4.93,Online Learning,Easy,89,77,Promoted
Student_299,12,Female,India,Delhi,Karol Bagh,Doctor,Low,Beginner,Advanced,Python,4.01,Tutor,Hard,143,99,Promoted
Student_300,7,Female,India,Tamil Nadu,Coimbatore,Engineer,Low,Advanced,Advanced,C++,5.85,Tutor,Easy,86,78,Promoted
Student_301,14,Female,India,West Bengal,Howrah,Teacher,Low,Advanced,Basic,SQL,3.77,Tutor,Hard,84,76,Promoted
Student_302,9,Female,India,Tamil Nadu,Coimbatore,Teacher,Low,Beginner,Intermediate,SQL,4.98,PDF,Easy,84,83,Promoted
Student_303,13,Female,India,Karnataka,Mysore,Government Job,Middle,Advanced,Basic,SQL,4.77,Online Learning,Hard,134,97,Promoted
Student_304,7,Female,India,Karnataka,Hubli,Doctor,Low,Beginner,Intermediate,C++,5.02,Book,Easy,133,100,Promoted
Student_305,9,Female,India,Delhi,Dwarka,Teacher,Low,Beginner,Basic,Java,4.3,College,Medium,149,100,Promoted
Student_306,6,Male,India,Maharashtra,Nagpur,Teacher,Low,Intermediate,Advanced,Python,4.82,College,Easy,128,99,Promoted
Student_307,17,Female,India,Tamil Nadu,Madurai,Government Job,Low,Advanced,Intermediate,JavaScript,4.25,Book,Medium,152,100,Promoted
Student_308,17,Male,India,Maharashtra,Pune,Business,High,Advanced,Advanced,JavaScript,4.92,Tutor,Hard,151,93,Promoted
Student_309,11,Female,India,Delhi,Karol Bagh,Other,High,Advanced,Advanced,SQL,4.83,Tutor,Hard,125,99,Promoted
Student_310,15,Male,India,Delhi,Dwarka,Other,Low,Beginner,Intermediate,C++,3.27,Tutor,Hard,93,74,Skipped
Student_311,17,Male,India,Delhi,New Delhi,Teacher,High,Beginner,Advanced,C++,3.73,PDF,Easy,115,81,Promoted
Student_312,8,Female,India,Maharashtra,Pune,Teacher,High,Beginner,Advanced,SQL,5.05,PDF,Hard,117,81,Promoted
Student_313,15,Male,India,West Bengal,Howrah,Teacher,Low,Beginner,Basic,Java,5.54,Tutor,Easy,159,96,Promoted
Student_314,13,Female,India,Maharashtra,Mumbai,Engineer,High,Intermediate,Advanced,Python,3.47,College,Hard,89,73,Skipped
Student_315,11,Male,India,West Bengal,Howrah,Business,Middle,Intermediate,Advanced,SQL,4.96,Online Learning,Easy,111,76,Promoted
Student_316,10,Male,India,West Bengal,Howrah,Doctor,Middle,Beginner,Intermediate,JavaScript,3.24,College,Medium,111,86,Promoted
Student_317,12,Female,India,Tamil Nadu,Chennai,Government Job,Middle,Beginner,Intermediate,JavaScript,3.42,Online Learning,Hard,103,81,Promoted
Student_318,6,Female,India,Tamil Nadu,Chennai,Business,High,Advanced,Intermediate,JavaScript,5.01,Tutor,Hard,119,89,Promoted
Student_319,7,Female,India,Tamil Nadu,Coimbatore,Other,High,Advanced,Intermediate,SQL,5.38,Tutor,Easy,98,88,Promoted
Student_320,11,Female,India,West Bengal,Durgapur,Engineer,High,Beginner,Intermediate,Python,3.9,College,Hard,139,100,Promoted
Student_321,17,Male,India,West Bengal,Howrah,Business,High,Beginner,Advanced,Python,6.97,PDF,Hard,116,96,Promoted
Student_322,8,Male,India,West Bengal,Kolkata,Other,High,Advanced,Advanced,C++,5.01,Tutor,Hard,85,91,Promoted
Student_323,15,Male,India,Delhi,Dwarka,Government Job,Low,Advanced,Intermediate,Python,2.49,Tutor,Medium,158,85,Promoted
Student_324,7,Female,India,Tamil Nadu,Coimbatore,Other,High,Advanced,Basic,C++,4.39,Book,Easy,135,88,Promoted
Student_325,15,Male,India,Tamil Nadu,Madurai,Business,Middle,Beginner,Intermediate,SQL,4.58,Book,Hard,80,84,Promoted
Student_326,14,Male,India,Delhi,New Delhi,Engineer,High,Beginner,Advanced,JavaScript,2.9,PDF,Easy,100,75,Promoted
Student_327,10,Male,India,Delhi,Karol Bagh,Doctor,High,Beginner,Intermediate,Python,4.74,Book,Medium,150,96,Promoted
Student_328,15,Female,India,Maharashtra,Mumbai,Business,Low,Advanced,Basic,JavaScript,4.39,PDF,Medium,100,84,Promoted
Student_329,10,Female,India,West Bengal,Durgapur,Engineer,Low,Advanced,Advanced,C++,5.47,Online Learning,Medium,157,100,Promoted
Student_330,15,Male,India,West Bengal,Durgapur,Business,High,Advanced,Basic,Python,2.95,PDF,Hard,144,96,Promoted
Student_331,14,Female,India,Delhi,New Delhi,Other,Low,Intermediate,Intermediate,SQL,3.37,College,Medium,109,88,Promoted
Student_332,6,Male,India,West Bengal,Howrah,Doctor,Low,Intermediate,Intermediate,JavaScript,3.59,College,Easy,158,93,Promoted
Student_333,11,Male,India,Karnataka,Mysore,Doctor,Middle,Intermediate,Basic,SQL,4.68,Tutor,Medium,127,91,Promoted
Student_334,16,Male,India,Maharashtra,Mumbai,Government Job,Middle,Advanced,Basic,SQL,5.21,Tutor,Easy,106,89,Promoted
Student_335,14,Female,India,Maharashtra,Mumbai,Doctor,Low,Advanced,Basic,Java,5.13,College,Hard,104,83,Promoted
Student_336,17,Female,India,Tamil Nadu,Chennai,Business,Middle,Intermediate,Basic,Python,5.46,Tutor,Hard,94,83,Promoted
Student_337,16,Female,India,Delhi,Karol Bagh,Other,Middle,Advanced,Intermediate,Java,3.68,Tutor,Medium,96,86,Promoted
Student_338,11,Male,India,Tamil Nadu,Coimbatore,Engineer,Middle,Intermediate,Intermediate,SQL,3.66,Book,Medium,147,97,Promoted
Student_339,17,Female,India,Maharashtra,Mumbai,Other,Low,Intermediate,Advanced,JavaScript,5.24,PDF,Easy,153,99,Promoted
Student_340,12,Male,India,Maharashtra,Pune,Government Job,High,Advanced,Advanced,C++,5.38,PDF,Easy,115,92,Promoted
Student_341,7,Female,India,Maharashtra,Nagpur,Business,Low,Advanced,Basic,C++,4.97,Tutor,Easy,139,98,Promoted
Student_342,8,Female,India,Maharashtra,Mumbai,Engineer,High,Intermediate,Intermediate,JavaScript,4.59,Tutor,Medium,109,86,Promoted
Student_343,12,Female,India,Karnataka,Mysore,Engineer,High,Intermediate,Intermediate,SQL,3.6,Tutor,Easy,121,93,Promoted
Student_344,9,Male,India,Tamil Nadu,Madurai,Doctor,Middle,Advanced,Advanced,JavaScript,4.1,Tutor,Easy,145,98,Promoted
Student_345,8,Female,India,West Bengal,Howrah,Doctor,High,Advanced,Advanced,JavaScript,4.16,PDF,Easy,132,92,Promoted
Student_346,10,Male,India,Tamil Nadu,Coimbatore,Government Job,Low,Intermediate,Intermediate,Java,6.2,Book,Hard,83,87,Promoted
Student_347,9,Male,India,Karnataka,Mysore,Engineer,High,Advanced,Basic,Java,3.58,College,Easy,138,89,Promoted
Student_348,11,Male,India,Delhi,Dwarka,Business,High,Advanced,Basic,Python,5.58,PDF,Hard,136,97,Promoted
Student_349,10,Male,India,Karnataka,Bangalore,Engineer,Low,Intermediate,Advanced,C++,5.42,Tutor,Hard,119,93,Promoted
Student_350,17,Female,India,Delhi,New Delhi,Business,Low,Advanced,Advanced,Python,4.55,Online Learning,Easy,118,96,Promoted
Student_351,16,Male,India,Karnataka,Hubli,Teacher,Low,Advanced,Intermediate,Java,3.91,Book,Easy,128,93,Promoted
Student_352,6,Male,India,Karnataka,Hubli,Other,High,Beginner,Basic,Python,3.23,College,Medium,130,75,Promoted
Student_353,8,Female,India,Delhi,New Delhi,Doctor,Middle,Advanced,Advanced,JavaScript,6.25,College,Medium,132,98,Promoted
Student_354,10,Male,India,Tamil Nadu,Chennai,Government Job,High,Advanced,Basic,Java,5.26,College,Easy,133,90,Promoted
Student_355,16,Male,India,Delhi,Dwarka,Doctor,Middle,Beginner,Advanced,Java,5.7,Online Learning,Medium,140,97,Promoted
Student_356,9,Male,India,Tamil Nadu,Chennai,Doctor,Low,Advanced,Advanced,JavaScript,3.98,PDF,Medium,80,77,Promoted
Student_357,17,Male,India,West Bengal,Kolkata,Doctor,High,Advanced,Basic,JavaScript,4.17,College,Easy,113,92,Promoted
Student_358,16,Male,India,Tamil Nadu,Chennai,Doctor,Low,Intermediate,Intermediate,C++,4.38,Online Learning,Medium,146,97,Promoted
Student_359,6,Female,India,Maharashtra,Mumbai,Other,Middle,Advanced,Basic,Python,2.69,Online Learning,Easy,127,85,Promoted
Student_360,6,Female,India,Delhi,Dwarka,Government Job,Low,Beginner,Advanced,SQL,2.72,PDF,Easy,83,74,Skipped
Student_361,14,Male,India,Delhi,New Delhi,Engineer,High,Beginner,Intermediate,C++,3.42,Book,Easy,138,85,Promoted
Student_362,15,Female,India,Maharashtra,Pune,Doctor,Low,Beginner,Advanced,Python,5.33,Book,Medium,80,73,Skipped
Student_363,16,Male,India,Maharashtra,Pune,Business,Low,Advanced,Advanced,SQL,3.96,Tutor,Hard,108,80,Promoted
Student_364,12,Male,India,Tamil Nadu,Chennai,Business,High,Intermediate,Advanced,Java,4.21,College,Hard,132,96,Promoted
Student_365,17,Female,India,Karnataka,Bangalore,Engineer,High,Intermediate,Advanced,Python,6.12,Book,Hard,134,91,Promoted
Student_366,6,Male,India,Karnataka,Hubli,Doctor,High,Advanced,Intermediate,SQL,3.51,Book,Easy,88,78,Promoted
Student_367,6,Male,India,Delhi,Karol Bagh,Engineer,Middle,Intermediate,Advanced,C++,5.55,PDF,Easy,111,86,Promoted
Student_368,9,Female,India,Maharashtra,Pune,Business,High,Beginner,Advanced,Java,3.36,PDF,Easy,91,70,Skipped
Student_369,11,Female,India,Tamil Nadu,Coimbatore,Engineer,Low,Intermediate,Advanced,JavaScript,5.49,Online Learning,Medium,100,77,Promoted
Student_370,14,Female,India,Tamil Nadu,Coimbatore,Business,Middle,Intermediate,Basic,Python,6.39,College,Easy,100,79,Promoted
Student_371,6,Male,India,West Bengal,Kolkata,Doctor,Low,Beginner,Basic,C++,4.29,Book,Easy,130,83,Promoted
Student_372,6,Female,India,Tamil Nadu,Chennai,Other,Low,Intermediate,Intermediate,JavaScript,4.57,Online Learning,Hard,136,100,Promoted
Student_373,9,Female,India,Maharashtra,Pune,Government Job,Middle,Beginner,Intermediate,SQL,5.21,Book,Medium,142,95,Promoted
