course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,course_flag,students_count,,,,
JavaScript Algorithms and Data Structures Masterclass,Colt Steele,https://www.udemy.com/course/js-algorithms-and-data-structures-masterclass/,The Missing Computer Science and Coding Interview Bootcamp,Rating: 4.7 out of 5,21915 reviews,22 total hours,248 lectures,All Levels,,"119,311 students",,,,
Artificial Intelligence A-Z™: Learn How To Build An AI,"Hadelin de Ponteves, Kirill Eremenko, Ligency I Team, Luka Anicin, Ligency Team, Jordan Sauchuk",https://www.udemy.com/course/artificial-intelligence-az/,"Combine the power of Data Science, Machine Learning and Deep Learning to create powerful AI for Real-World applications!",Rating: 4.4 out of 5,21744 reviews,17 total hours,125 lectures,All Levels,Bestseller,"187,296 students",,,,
Kubernetes Certified Application Developer (CKAD) with Tests,"Mumshad Mannambeth, KodeKloud Training, Vijin Palazhi",https://www.udemy.com/course/certified-kubernetes-application-developer/,Learn concepts and practice for the Kubernetes Certification with hands-on labs right in your browser - DevOps - CKAD,Rating: 4.7 out of 5,21706 reviews,15 total hours,184 lectures,All Levels,Bestseller,"133,502 students",,,,
The Complete Java Certification Course,Imtiaz Ahmad,https://www.udemy.com/course/master-practical-java-development/,Become a confident industry ready core Java developer and get certified as a Java professional!,Rating: 4.5 out of 5,21594 reviews,17.5 total hours,64 lectures,All Levels,,"77,201 students",,,,
Learn and Understand AngularJS,Anthony Alicea,https://www.udemy.com/course/learn-angularjs/,"Master AngularJS and the Javascript concepts behind it, design custom directives, and build a single page application.",Rating: 4.6 out of 5,21149 reviews,7 total hours,55 lectures,All Levels,Bestseller,"94,730 students",,,,
Python for beginners,Bharath Thippireddy,https://www.udemy.com/course/python-core-and-advanced/,Master the fundamentals of Python while working on various usecases in easy steps,Rating: 4.4 out of 5,21115 reviews,14 total hours,299 lectures,All Levels,,"229,912 students",,,,
Microsoft SQL for Beginners,Brewster Knowlton,https://www.udemy.com/course/microsoft-sql-for-beginners/,A comprehensive course to teach you how to complete SQL queries using Microsoft SQL Server and the T-SQL language.,Rating: 4.5 out of 5,20991 reviews,4 total hours,39 lectures,Beginner,Bestseller,"77,317 students",,,,
Learn How To Code: Google's Go (golang) Programming Language,Todd McLeod,https://www.udemy.com/course/learn-how-to-code/,The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers,Rating: 4.5 out of 5,20218 reviews,45.5 total hours,368 lectures,All Levels,,"134,362 students",,,,
Java In-Depth: Become a Complete Java Engineer!,Dheeru Mundluru,https://www.udemy.com/course/java-in-depth-become-a-complete-java-engineer/,"Comprehensive Java programming course integrated with design principles, best practices & instructor-led Java EE project",Rating: 4.5 out of 5,20133 reviews,68 total hours,377 lectures,All Levels,,"112,484 students",,,,
Spark and Python for Big Data with PySpark,Jose Portilla,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,"Learn how to use Spark with Python, including Spark Streaming, Machine Learning, Spark 2.0 DataFrames and more!",Rating: 4.5 out of 5,19971 reviews,10.5 total hours,67 lectures,Intermediate,Bestseller,"107,404 students",,,,
Become a WordPress Developer: Unlocking Power With Code,Brad Schiff,https://www.udemy.com/course/become-a-wordpress-developer-php-javascript/,"Learn PHP, JavaScript, WordPress theming & the WP REST API to Create Custom & Interactive WordPress Websites",Rating: 4.7 out of 5,19710 reviews,42 total hours,196 lectures,All Levels,Bestseller,"86,876 students",,,,
Build an app with ASPNET Core and Angular from scratch,Neil Cummings,https://www.udemy.com/course/build-an-app-with-aspnet-core-and-angular-from-scratch/,A practical example of how to build an application with ASP.NET Core API and Angular from start to finish,Rating: 4.6 out of 5,19588 reviews,30 total hours,265 lectures,Beginner,Bestseller,"86,411 students",,,,
C# Advanced Topics: Prepare for Technical Interviews,Mosh Hamedani,https://www.udemy.com/course/csharp-advanced/,"Master the confusing C# constructs: Events, Delegates, Lambda Expressions, LINQ, Async/Await and more!",Rating: 4.6 out of 5,19553 reviews,3 total hours,21 lectures,Intermediate,,"108,118 students",,,,
MongoDB - The Complete Developer's Guide 2023,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",https://www.udemy.com/course/mongodb-the-complete-developers-guide/,"Master MongoDB Development for Web & Mobile Apps. CRUD Operations, Indexes, Aggregation Framework - All about MongoDB!",Rating: 4.6 out of 5,19252 reviews,17.5 total hours,266 lectures,All Levels,Bestseller,"134,388 students",,,,
REST APIs with Flask and Python in 2022,"Jose Salvatierra, Teclado by Jose Salvatierra",https://www.udemy.com/course/rest-api-flask-and-python/,"Build professional REST APIs with Python, Flask, Docker, Flask-Smorest, and Flask-SQLAlchemy",Rating: 4.6 out of 5,18717 reviews,12 total hours,122 lectures,Intermediate,Bestseller,"103,461 students",,,,
Learn C++ Programming -Beginner to Advance- Deep Dive in C++,Abdul Bari,https://www.udemy.com/course/cpp-deep-dive/,"Classroom and Hands-on sessions- Features of C++ 11 , Exception Handling and STL -  for Both Academics and Industry",Rating: 4.6 out of 5,18696 reviews,30.5 total hours,279 lectures,All Levels,,"60,055 students",,,,
Learning Python for Data Analysis and Visualization,Jose Portilla,https://www.udemy.com/course/learning-python-for-data-analysis-and-visualization/,"Learn python and how to use it to analyze,visualize and present data. Includes tons of sample code and hours of video!",Rating: 4.3 out of 5,18398 reviews,21 total hours,110 lectures,All Levels,Bestseller,"192,912 students",,,,
The Complete Python Course | Learn Python by Doing in 2022,"Codestars • over 2 million students worldwide!, Jose Salvatierra, Rob Percival, Teclado by Jose Salvatierra",https://www.udemy.com/course/the-complete-python-course/,Go from Beginner to Expert in Python by building projects. The best investment for your Python journey!,Rating: 4.6 out of 5,18297 reviews,35.5 total hours,346 lectures,All Levels,,"74,348 students",,,,
Data Analysis with Pandas and Python,Boris Paskhaver,https://www.udemy.com/course/data-analysis-with-pandas/,Analyze data quickly and easily with Python's powerful pandas library! All datasets included --- beginners welcome!,Rating: 4.6 out of 5,18059 reviews,22 total hours,206 lectures,All Levels,Bestseller,"173,173 students",,,,
Complete Guide to Elasticsearch,Bo Andersen,https://www.udemy.com/course/elasticsearch-complete-guide/,"Learn Elasticsearch from scratch and begin learning the ELK stack (Elasticsearch, Logstash & Kibana) and Elastic Stack.",Rating: 4.5 out of 5,17857 reviews,12 total hours,140 lectures,All Levels,Bestseller,"99,624 students",,,,
Spring Framework 5: Beginner to Guru,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy",https://www.udemy.com/course/spring-framework-5-beginner-to-guru/,"Spring Framework 5: Learn Spring Framework 5, Spring Boot 2, Spring MVC, Spring Data JPA, Spring Data MongoDB, Hibernate",Rating: 4.5 out of 5,17822 reviews,57.5 total hours,525 lectures,All Levels,,"94,817 students",,,,
Angular Crash Course for Busy Developers,Mosh Hamedani,https://www.udemy.com/course/angular-crash-course/,Have limited time to learn Angular 4 (Angular 2+)? Take this course and learn Angular in 10 hours!,Rating: 4.5 out of 5,17789 reviews,10.5 total hours,137 lectures,All Levels,,"74,239 students",,,,
The Complete Android Oreo Developer Course - Build 23 Apps!,"Rob Percival, Nick Walter, Codestars • over 2 million students worldwide!",https://www.udemy.com/course/the-complete-android-oreo-developer-course/,"Learn Android O App Development using Java & Kotlin - build real apps including Super Mario Run, Whatsapp and Instagram!",Rating: 4.4 out of 5,17211 reviews,37.5 total hours,272 lectures,All Levels,,"87,895 students",,,,
The Ultimate Guide to Game Development with Unity (Official),"Jonathan Weinberger, Unity Technologies",https://www.udemy.com/course/the-ultimate-guide-to-game-development-with-unity/,Created in partnership with Unity Technologies: learn C# by developing 2D & 3D games with this comprehensive guide,Rating: 4.6 out of 5,17124 reviews,36.5 total hours,521 lectures,Beginner,Bestseller,"82,953 students",,,,
The Complete 2022 Software Testing Bootcamp,"T Roshdy, Nezam Academy, Nezam Team",https://www.udemy.com/course/testerbootcamp/,Everything you need to learn about software testing.,Rating: 4.6 out of 5,17049 reviews,27 total hours,310 lectures,Beginner,Bestseller,"96,722 students",,,,
Python for Financial Analysis and Algorithmic Trading,Jose Portilla,https://www.udemy.com/course/python-for-finance-and-trading-algorithms/,"Learn numpy , pandas , matplotlib , quantopian , finance , and more for algorithmic trading with Python!",Rating: 4.6 out of 5,16833 reviews,16.5 total hours,120 lectures,All Levels,Bestseller,"113,486 students",,,,
Git Going Fast: One Hour Git Crash Course,Jason Taylor,https://www.udemy.com/course/git-going-fast/,"Learn the key concepts and basic workflow for Git and GitHub with this easy to follow, top rated, bootcamp-style course!",Rating: 4.4 out of 5,16690 reviews,1.5 total hours,33 lectures,Beginner,,"99,058 students",,,,
Learn Python & Ethical Hacking From Scratch,"Zaid Sabih, z Security",https://www.udemy.com/course/learn-python-and-ethical-hacking-from-scratch/,Start from 0 & learn both topics simultaneously from scratch by writing 20+ hacking programs,Rating: 4.7 out of 5,16567 reviews,25 total hours,183 lectures,All Levels,,"98,104 students",,,,
Complete Guide to TensorFlow for Deep Learning with Python,Jose Portilla,https://www.udemy.com/course/complete-guide-to-tensorflow-for-deep-learning-with-python/,Learn how to use Google's Deep Learning Framework - TensorFlow with Python! Solve problems with cutting edge techniques!,Rating: 4.2 out of 5,16543 reviews,14 total hours,96 lectures,Intermediate,,"93,119 students",,,,
Apache Spark with Scala - Hands On with Big Data!,"Sundog Education by Frank Kane, Frank Kane, Sundog Education Team",https://www.udemy.com/course/apache-spark-with-scala-hands-on-with-big-data/,"Apache Spark tutorial with 20+  hands-on examples of analyzing large data sets, on your desktop or on Hadoop with Scala!",Rating: 4.5 out of 5,16242 reviews,9 total hours,69 lectures,All Levels,,"87,278 students",,,,
Bootstrap 4 From Scratch With 5 Projects,Brad Traversy,https://www.udemy.com/course/bootstrap-4-from-scratch-with-5-projects/,Master Bootstrap 4 and build 5 real world themes while learning HTML5 semantics & CSS3,Rating: 4.5 out of 5,16220 reviews,11.5 total hours,74 lectures,All Levels,,"68,112 students",,,,
Selenium 4 WebDriver with Java(Basics + Advance + Architect),Rahul Arora,https://www.udemy.com/course/selenium-training/,"#1 2022 TOP RATED, BEST SELLER Course on SELENIUM 4.0, Trusted by 500,000+ students with Many Live Projects & Frameworks",Rating: 4.5 out of 5,16206 reviews,143 total hours,462 lectures,All Levels,,"147,225 students",,,,
The Ultimate Excel Programmer Course,Daniel Strong,https://www.udemy.com/course/ultimate-excel-programmer/,"Learn Excel VBA from Scratch with Dan Strong, Bestselling Excel Expert with Over 180K Students Worldwide!",Rating: 4.6 out of 5,15746 reviews,30.5 total hours,279 lectures,All Levels,Bestseller,"113,384 students",,,,
"Understanding Jira for users, managers and admins",Dan LeFebvre,https://www.udemy.com/course/introduction-to-jira/,Everything you need to know to get started with Atlassian's powerful agile project management and issue tracker tool.,Rating: 4.5 out of 5,15591 reviews,6.5 total hours,59 lectures,All Levels,,"58,692 students",,,,
"Ionic - Build iOS, Android & Web Apps with Ionic & Angular",Maximilian Schwarzmüller,https://www.udemy.com/course/ionic-2-the-practical-guide-to-building-ios-android-apps/,"Build Native iOS & Android as well as Progressive Web Apps with Angular, Capacitor and the Ionic Framework (Ionic 4+).",Rating: 4.7 out of 5,15556 reviews,20.5 total hours,290 lectures,All Levels,Bestseller,"67,732 students",,,,
Data Science and Machine Learning Bootcamp with R,Jose Portilla,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,Learn how to use the R programming language for data science and machine learning and data visualization!,Rating: 4.7 out of 5,15440 reviews,18 total hours,128 lectures,All Levels,,"85,246 students",,,,
WebServices/Rest API Testing with SoapUI +Real time Projects,Rahul Shetty,https://www.udemy.com/course/webservices-testing-with-soap-ui/,"""Most Popular #1 SoapUI Test automation Course - ""70,000+ students learning together with great collaboration""",Rating: 4.5 out of 5,15234 reviews,12.5 total hours,74 lectures,All Levels,Bestseller,"75,129 students",,,,
Appium -Mobile Testing (Android/IOS) from Scratch+Frameworks,Rahul Shetty,https://www.udemy.com/course/mobile-automation-using-appiumselenium-3/,[LATEST VERSION 2.0] Master on Mobile Apps Automation Testing from basics to Framework CI/CD with real time examples,Rating: 4.5 out of 5,15158 reviews,25.5 total hours,154 lectures,All Levels,Bestseller,"81,699 students",,,,
Javascript for Beginners Learn by Doing Practical Exercises,"Edwin Diaz, Coding Faculty Solutions",https://www.udemy.com/course/javascript-for-beginners-introduction-learn-fast-easy/,JavaScript for Beginners : Work closely with me doing exercises & learn more. I make Javascript easy for you guaranteed.,Rating: 4.4 out of 5,14969 reviews,4 total hours,31 lectures,All Levels,,"36,987 students",,,,
"MERN Stack Front To Back: Full Stack React, Redux & Node.js",Brad Traversy,https://www.udemy.com/course/mern-stack-front-to-back/,"Build and deploy a social network with Node.js, Express, React, Redux & MongoDB. Fully updated April 2019",Rating: 4.5 out of 5,14900 reviews,12 total hours,73 lectures,Intermediate,,"59,409 students",,,,
